citation_key,program_key,pack_key,pack_version,label,source_reference,description,active,supersedes_citation_key
t49_sec_1007_11,stb_surface,title49.stb.surface_transportation_reference,1,Public notice of records systems.,49 CFR 1007.11,Mapping level candidate for 49 CFR 1007.11. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1007 > 49 CFR 1007.11. Source: https://www.ecfr.gov/current/title-49/section-1007.11,true,
t49_sec_1007_12,stb_surface,title49.stb.surface_transportation_reference,1,Exemptions.,49 CFR 1007.12,Mapping level candidate for 49 CFR 1007.12. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1007 > 49 CFR 1007.12. Source: https://www.ecfr.gov/current/title-49/section-1007.12,true,
t49_part_1011,stb_surface,title49.stb.surface_transportation_reference,1,Board Organization; Delegations of Authority,49 CFR Part 1011,Mapping level candidate for 49 CFR Part 1011. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1011. Source: https://www.ecfr.gov/current/title-49/part-1011,true,
t49_sec_1011_1,stb_surface,title49.stb.surface_transportation_reference,1,General.,49 CFR 1011.1,Mapping level candidate for 49 CFR 1011.1. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1011 > 49 CFR 1011.1. Source: https://www.ecfr.gov/current/title-49/section-1011.1,true,
t49_sec_1011_2,stb_surface,title49.stb.surface_transportation_reference,1,The Board.,49 CFR 1011.2,Mapping level candidate for 49 CFR 1011.2. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1011 > 49 CFR 1011.2. Source: https://www.ecfr.gov/current/title-49/section-1011.2,true,
t49_sec_1011_3,stb_surface,title49.stb.surface_transportation_reference,1,"The Chairman, Vice Chairman, and Board Members.",49 CFR 1011.3,Mapping level candidate for 49 CFR 1011.3. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1011 > 49 CFR 1011.3. Source: https://www.ecfr.gov/current/title-49/section-1011.3,true,
t49_sec_1011_4,stb_surface,title49.stb.surface_transportation_reference,1,Delegations to individual Board Members.,49 CFR 1011.4,Mapping level candidate for 49 CFR 1011.4. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1011 > 49 CFR 1011.4. Source: https://www.ecfr.gov/current/title-49/section-1011.4,true,
t49_sec_1011_5,stb_surface,title49.stb.surface_transportation_reference,1,Employee boards.,49 CFR 1011.5,Mapping level candidate for 49 CFR 1011.5. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1011 > 49 CFR 1011.5. Source: https://www.ecfr.gov/current/title-49/section-1011.5,true,
t49_sec_1011_6,stb_surface,title49.stb.surface_transportation_reference,1,Delegations of authority by the Chairman.,49 CFR 1011.6,Mapping level candidate for 49 CFR 1011.6. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1011 > 49 CFR 1011.6. Source: https://www.ecfr.gov/current/title-49/section-1011.6,true,
t49_sec_1011_7,stb_surface,title49.stb.surface_transportation_reference,1,Delegations of authority by the Board to specific offices of the Board.,49 CFR 1011.7,Mapping level candidate for 49 CFR 1011.7. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1011 > 49 CFR 1011.7. Source: https://www.ecfr.gov/current/title-49/section-1011.7,true,
t49_part_1012,stb_surface,title49.stb.surface_transportation_reference,1,Meetings of the Board,49 CFR Part 1012,Mapping level candidate for 49 CFR Part 1012. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1012. Source: https://www.ecfr.gov/current/title-49/part-1012,true,
t49_sec_1012_1,stb_surface,title49.stb.surface_transportation_reference,1,General provisions.,49 CFR 1012.1,Mapping level candidate for 49 CFR 1012.1. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1012 > 49 CFR 1012.1. Source: https://www.ecfr.gov/current/title-49/section-1012.1,true,
t49_sec_1012_2,stb_surface,title49.stb.surface_transportation_reference,1,Time and place of meetings.,49 CFR 1012.2,Mapping level candidate for 49 CFR 1012.2. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1012 > 49 CFR 1012.2. Source: https://www.ecfr.gov/current/title-49/section-1012.2,true,
t49_sec_1012_3,stb_surface,title49.stb.surface_transportation_reference,1,Public notice.,49 CFR 1012.3,Mapping level candidate for 49 CFR 1012.3. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1012 > 49 CFR 1012.3. Source: https://www.ecfr.gov/current/title-49/section-1012.3,true,
t49_sec_1012_4,stb_surface,title49.stb.surface_transportation_reference,1,Public participation.,49 CFR 1012.4,Mapping level candidate for 49 CFR 1012.4. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1012 > 49 CFR 1012.4. Source: https://www.ecfr.gov/current/title-49/section-1012.4,true,
t49_sec_1012_5,stb_surface,title49.stb.surface_transportation_reference,1,Transcripts; minutes.,49 CFR 1012.5,Mapping level candidate for 49 CFR 1012.5. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1012 > 49 CFR 1012.5. Source: https://www.ecfr.gov/current/title-49/section-1012.5,true,
t49_sec_1012_6,stb_surface,title49.stb.surface_transportation_reference,1,Petitions seeking to open or close a meeting.,49 CFR 1012.6,Mapping level candidate for 49 CFR 1012.6. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1012 > 49 CFR 1012.6. Source: https://www.ecfr.gov/current/title-49/section-1012.6,true,
t49_sec_1012_7,stb_surface,title49.stb.surface_transportation_reference,1,Meetings which may be closed to the public.,49 CFR 1012.7,Mapping level candidate for 49 CFR 1012.7. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1012 > 49 CFR 1012.7. Source: https://www.ecfr.gov/current/title-49/section-1012.7,true,
t49_part_1013,stb_surface,title49.stb.surface_transportation_reference,1,Guidelines for the Proper Use of Voting Trusts,49 CFR Part 1013,Mapping level candidate for 49 CFR Part 1013. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1013. Source: https://www.ecfr.gov/current/title-49/part-1013,true,
t49_sec_1013_1,stb_surface,title49.stb.surface_transportation_reference,1,The independence of the trustee of a voting trust.,49 CFR 1013.1,Mapping level candidate for 49 CFR 1013.1. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1013 > 49 CFR 1013.1. Source: https://www.ecfr.gov/current/title-49/section-1013.1,true,
t49_sec_1013_2,stb_surface,title49.stb.surface_transportation_reference,1,The irrevocability of the trust.,49 CFR 1013.2,Mapping level candidate for 49 CFR 1013.2. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1013 > 49 CFR 1013.2. Source: https://www.ecfr.gov/current/title-49/section-1013.2,true,
t49_sec_1013_3,stb_surface,title49.stb.surface_transportation_reference,1,Review and reporting requirements for regulated carriers.,49 CFR 1013.3,Mapping level candidate for 49 CFR 1013.3. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1013 > 49 CFR 1013.3. Source: https://www.ecfr.gov/current/title-49/section-1013.3,true,
t49_part_1014,stb_surface,title49.stb.surface_transportation_reference,1,Enforcement of Nondiscrimination on the Basis of Handicap in Programs or Activities Conducted by the Surface Transportation B...,49 CFR Part 1014,Mapping level candidate for 49 CFR Part 1014. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014. Source: https://www.ecfr.gov/current/title-49/part-1014,true,
t49_sec_1014_101,stb_surface,title49.stb.surface_transportation_reference,1,Purpose.,49 CFR 1014.101,Mapping level candidate for 49 CFR 1014.101. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.101. Source: https://www.ecfr.gov/current/title-49/section-1014.101,true,
t49_sec_1014_102,stb_surface,title49.stb.surface_transportation_reference,1,Application.,49 CFR 1014.102,Mapping level candidate for 49 CFR 1014.102. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.102. Source: https://www.ecfr.gov/current/title-49/section-1014.102,true,
t49_sec_1014_103,stb_surface,title49.stb.surface_transportation_reference,1,Definitions.,49 CFR 1014.103,Mapping level candidate for 49 CFR 1014.103. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.103. Source: https://www.ecfr.gov/current/title-49/section-1014.103,true,
t49_sec_1014_104_1014_110,stb_surface,title49.stb.surface_transportation_reference,1,Sec.Sec. 1014.104-1014.110 [Reserved],49 CFR 1014.104-1014.110,Mapping level candidate for 49 CFR 1014.104-1014.110. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.104-1014.110. Source: https://www.ecfr.gov/current/title-49/section-1014.104-1014.110,false,
t49_sec_1014_111,stb_surface,title49.stb.surface_transportation_reference,1,Notice.,49 CFR 1014.111,Mapping level candidate for 49 CFR 1014.111. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.111. Source: https://www.ecfr.gov/current/title-49/section-1014.111,true,
t49_sec_1014_112_1014_129,stb_surface,title49.stb.surface_transportation_reference,1,Sec.Sec. 1014.112-1014.129 [Reserved],49 CFR 1014.112-1014.129,Mapping level candidate for 49 CFR 1014.112-1014.129. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.112-1014.129. Source: https://www.ecfr.gov/current/title-49/section-1014.112-1014.129,false,
t49_sec_1014_130,stb_surface,title49.stb.surface_transportation_reference,1,General prohibitions against discrimination.,49 CFR 1014.130,Mapping level candidate for 49 CFR 1014.130. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.130. Source: https://www.ecfr.gov/current/title-49/section-1014.130,true,
t49_sec_1014_131_1014_139,stb_surface,title49.stb.surface_transportation_reference,1,Sec.Sec. 1014.131-1014.139 [Reserved],49 CFR 1014.131-1014.139,Mapping level candidate for 49 CFR 1014.131-1014.139. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.131-1014.139. Source: https://www.ecfr.gov/current/title-49/section-1014.131-1014.139,false,
t49_sec_1014_140,stb_surface,title49.stb.surface_transportation_reference,1,Employment.,49 CFR 1014.140,Mapping level candidate for 49 CFR 1014.140. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.140. Source: https://www.ecfr.gov/current/title-49/section-1014.140,true,
t49_sec_1014_141_1014_148,stb_surface,title49.stb.surface_transportation_reference,1,Sec.Sec. 1014.141-1014.148 [Reserved],49 CFR 1014.141-1014.148,Mapping level candidate for 49 CFR 1014.141-1014.148. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.141-1014.148. Source: https://www.ecfr.gov/current/title-49/section-1014.141-1014.148,false,
t49_sec_1014_149,stb_surface,title49.stb.surface_transportation_reference,1,Program accessibility: Discrimination prohibited.,49 CFR 1014.149,Mapping level candidate for 49 CFR 1014.149. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.149. Source: https://www.ecfr.gov/current/title-49/section-1014.149,true,
t49_sec_1014_150,stb_surface,title49.stb.surface_transportation_reference,1,Program accessibility: Existing facilities.,49 CFR 1014.150,Mapping level candidate for 49 CFR 1014.150. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.150. Source: https://www.ecfr.gov/current/title-49/section-1014.150,true,
t49_sec_1014_151,stb_surface,title49.stb.surface_transportation_reference,1,Program accessibility: New construction and alterations.,49 CFR 1014.151,Mapping level candidate for 49 CFR 1014.151. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.151. Source: https://www.ecfr.gov/current/title-49/section-1014.151,true,
t49_sec_1014_152_1014_159,stb_surface,title49.stb.surface_transportation_reference,1,Sec.Sec. 1014.152-1014.159 [Reserved],49 CFR 1014.152-1014.159,Mapping level candidate for 49 CFR 1014.152-1014.159. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.152-1014.159. Source: https://www.ecfr.gov/current/title-49/section-1014.152-1014.159,false,
t49_sec_1014_160,stb_surface,title49.stb.surface_transportation_reference,1,Communications.,49 CFR 1014.160,Mapping level candidate for 49 CFR 1014.160. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.160. Source: https://www.ecfr.gov/current/title-49/section-1014.160,true,
t49_sec_1014_161_1014_169,stb_surface,title49.stb.surface_transportation_reference,1,Sec.Sec. 1014.161-1014.169 [Reserved],49 CFR 1014.161-1014.169,Mapping level candidate for 49 CFR 1014.161-1014.169. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.161-1014.169. Source: https://www.ecfr.gov/current/title-49/section-1014.161-1014.169,false,
t49_sec_1014_170,stb_surface,title49.stb.surface_transportation_reference,1,Compliance procedures.,49 CFR 1014.170,Mapping level candidate for 49 CFR 1014.170. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.170. Source: https://www.ecfr.gov/current/title-49/section-1014.170,true,
t49_sec_1014_171_1014_999,stb_surface,title49.stb.surface_transportation_reference,1,Sec.Sec. 1014.171-1014.999 [Reserved],49 CFR 1014.171-1014.999,Mapping level candidate for 49 CFR 1014.171-1014.999. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1014 > 49 CFR 1014.171-1014.999. Source: https://www.ecfr.gov/current/title-49/section-1014.171-1014.999,false,
t49_part_1016,stb_surface,title49.stb.surface_transportation_reference,1,Special Procedures Governing the Recovery of Expenses by Parties to Board Adjudicatory Proceedings,49 CFR Part 1016,Mapping level candidate for 49 CFR Part 1016. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter X > 49 CFR Subchapter A > 49 CFR Part 1016. Source: https://www.ecfr.gov/current/title-49/part-1016,true,
