term_key,alias_text,active
ck_consumer_accessibility_disclosures,ADA Title III,true
ck_consumer_accessibility_disclosures,effective communication,true
ck_consumer_accessibility_disclosures,consumer disclosures,true
ck_consumer_accessibility_disclosures,refund policy,true
