citation_key,program_key,pack_key,pack_version,label,source_reference,description,active,supersedes_citation_key
t49_subpart_172_b,phmsa_hmr,title49.hazmat.hazardous_materials_table,1,Table of Hazardous Materials and Special Provisions,49 CFR Part 172 Subpart B,Mapping level candidate for 49 CFR Part 172 Subpart B. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter I > 49 CFR Subchapter C > 49 CFR Part 172 > 49 CFR Part 172 Subpart B. Source: https://www.ecfr.gov/current/title-49/part-172/subpart-B,true,
t49_sec_172_101,phmsa_hmr,title49.hazmat.hazardous_materials_table,1,Purpose and use of the hazardous materials table.,49 CFR 172.101,Mapping level candidate for 49 CFR 172.101. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter I > 49 CFR Subchapter C > 49 CFR Part 172 > 49 CFR Part 172 Subpart B > 49 CFR 172.101. Source: https://www.ecfr.gov/current/title-49/section-172.101,true,
t49_sec_172_102,phmsa_hmr,title49.hazmat.hazardous_materials_table,1,Special provisions.,49 CFR 172.102,Mapping level candidate for 49 CFR 172.102. Hierarchy: 49 CFR Subtitle B > 49 CFR Chapter I > 49 CFR Subchapter C > 49 CFR Part 172 > 49 CFR Part 172 Subpart B > 49 CFR 172.102. Source: https://www.ecfr.gov/current/title-49/section-172.102,true,
