term_key,alias_text,active
ck_privacy_ftc_glba_safeguards,GLBA Safeguards Rule,true
ck_privacy_ftc_glba_safeguards,FTC privacy rule,true
ck_privacy_ftc_glba_safeguards,customer information security,true
